crime_id,Month,LSOAcode,crime_type,outcome,Longitude,Latitude,LAname
1351,2017-01,E01005371,Burglary,Investigation complete; no suspect identified,-2.161884,53.508016,Oldham
1352,2017-01,E01005371,Burglary,Investigation complete; no suspect identified,-2.161953,53.510254,Oldham
1353,2017-01,E01005365,Burglary,Investigation complete; no suspect identified,-2.136996,53.50509,Oldham
1354,2017-01,E01005365,Burglary,Investigation complete; no suspect identified,-2.136996,53.50509,Oldham
1355,2017-01,E01005365,Burglary,Investigation complete; no suspect identified,-2.138443,53.509565,Oldham
1356,2017-01,E01005365,Burglary,Investigation complete; no suspect identified,-2.141877,53.508392,Oldham
1357,2017-01,E01005365,Burglary,Investigation complete; no suspect identified,-2.131947,53.505716,Oldham
1358,2017-01,E01005366,Burglary,Investigation complete; no suspect identified,-2.153738,53.507029,Oldham
1359,2017-01,E01005366,Burglary,Investigation complete; no suspect identified,-2.148302,53.504771,Oldham
1360,2017-01,E01005366,Burglary,Investigation complete; no suspect identified,-2.144628,53.50607,Oldham
1361,2017-01,E01005367,Burglary,Investigation complete; no suspect identified,-2.142268,53.499295,Oldham
1362,2017-01,E01005367,Burglary,Investigation complete; no suspect identified,-2.143371,53.499833,Oldham
1363,2017-01,E01005367,Burglary,Investigation complete; no suspect identified,-2.140635,53.502353,Oldham
1364,2017-01,E01005440,Burglary,Investigation complete; no suspect identified,-2.104828,53.513913,Oldham
1365,2017-01,E01005373,Burglary,Investigation complete; no suspect identified,-2.153881,53.500683,Oldham
1366,2017-01,E01005435,Burglary,Investigation complete; no suspect identified,-2.115432,53.531548,Oldham
1367,2017-01,E01005435,Burglary,Investigation complete; no suspect identified,-2.119775,53.530923,Oldham
1368,2017-01,E01005435,Burglary,Investigation complete; no suspect identified,-2.115101,53.531863,Oldham
1369,2017-01,E01005435,Burglary,Investigation complete; no suspect identified,-2.115101,53.531863,Oldham
1370,2017-01,E01005435,Burglary,Investigation complete; no suspect identified,-2.115101,53.531863,Oldham
1371,2017-01,E01005435,Burglary,Investigation complete; no suspect identified,-2.115101,53.531863,Oldham
1372,2017-01,E01005460,Burglary,Investigation complete; no suspect identified,-2.138085,53.534085,Oldham
1373,2017-01,E01005460,Burglary,Investigation complete; no suspect identified,-2.136813,53.532451,Oldham
1374,2017-01,E01005460,Burglary,Investigation complete; no suspect identified,-2.136642,53.535768,Oldham
1375,2017-01,E01005460,Burglary,Status update unavailable,-2.136813,53.532451,Oldham
1376,2017-01,E01005461,Burglary,Investigation complete; no suspect identified,-2.120312,53.534042,Oldham
1377,2017-01,E01005461,Burglary,Investigation complete; no suspect identified,-2.120312,53.534042,Oldham
1378,2017-01,E01005461,Burglary,Investigation complete; no suspect identified,-2.122354,53.535756,Oldham
1379,2017-01,E01005461,Burglary,Status update unavailable,-2.123526,53.5342,Oldham
1380,2017-01,E01005462,Burglary,Status update unavailable,-2.12427,53.530496,Oldham
1381,2017-01,E01005463,Burglary,Unable to prosecute suspect,-2.133605,53.534243,Oldham
1382,2017-01,E01005463,Burglary,Investigation complete; no suspect identified,-2.135621,53.532641,Oldham
1383,2017-01,E01005463,Burglary,Investigation complete; no suspect identified,-2.134025,53.533632,Oldham
1384,2017-01,E01005463,Burglary,Unable to prosecute suspect,-2.133502,53.530208,Oldham
1385,2017-01,E01005463,Burglary,Investigation complete; no suspect identified,-2.134487,53.531815,Oldham
1386,2017-01,E01005463,Burglary,Investigation complete; no suspect identified,-2.134025,53.533632,Oldham
1387,2017-01,E01005463,Burglary,Investigation complete; no suspect identified,-2.136808,53.531085,Oldham
1388,2017-01,E01032921,Burglary,Investigation complete; no suspect identified,-2.129516,53.534284,Oldham
1389,2017-01,E01032921,Burglary,Unable to prosecute suspect,-2.128614,53.535165,Oldham
1390,2017-01,E01032921,Burglary,Investigation complete; no suspect identified,-2.132809,53.53544,Oldham
1391,2017-01,E01032921,Burglary,Investigation complete; no suspect identified,-2.132809,53.53544,Oldham
1392,2017-01,E01032921,Burglary,Investigation complete; no suspect identified,-2.127048,53.536417,Oldham
1393,2017-01,E01032921,Burglary,Investigation complete; no suspect identified,-2.125327,53.535996,Oldham
1394,2017-01,E01032921,Burglary,Investigation complete; no suspect identified,-2.127048,53.536417,Oldham
1395,2017-01,E01005518,Burglary,Investigation complete; no suspect identified,-2.090934,53.658834,Rochdale
1396,2017-01,E01005518,Burglary,Investigation complete; no suspect identified,-2.090934,53.658834,Rochdale
1397,2017-01,E01005518,Burglary,Investigation complete; no suspect identified,-2.090934,53.658834,Rochdale
1398,2017-01,E01005520,Burglary,Investigation complete; no suspect identified,-2.101455,53.647941,Rochdale
1399,2017-01,E01005522,Burglary,Investigation complete; no suspect identified,-2.097481,53.643603,Rochdale
1400,2017-01,E01005522,Burglary,Investigation complete; no suspect identified,-2.097481,53.643603,Rochdale
1401,2017-01,E01005522,Burglary,Investigation complete; no suspect identified,-2.095332,53.643047,Rochdale
1402,2017-01,E01005522,Burglary,Investigation complete; no suspect identified,-2.097819,53.645508,Rochdale
1403,2017-01,E01005522,Burglary,Investigation complete; no suspect identified,-2.095332,53.643047,Rochdale
1404,2017-01,E01005522,Burglary,Investigation complete; no suspect identified,-2.098271,53.645076,Rochdale
1405,2017-01,E01005522,Burglary,Investigation complete; no suspect identified,-2.097819,53.645508,Rochdale
1406,2017-01,E01005523,Burglary,Investigation complete; no suspect identified,-2.102524,53.645863,Rochdale
1407,2017-01,E01005594,Burglary,Court result unavailable,-2.130858,53.646168,Rochdale
1408,2017-01,E01005598,Burglary,Investigation complete; no suspect identified,-2.111712,53.642269,Rochdale
1409,2017-01,E01005521,Burglary,Investigation complete; no suspect identified,-2.090341,53.643357,Rochdale
1410,2017-01,E01005596,Burglary,Investigation complete; no suspect identified,-2.112933,53.635158,Rochdale
1411,2017-01,E01005596,Burglary,Investigation complete; no suspect identified,-2.112976,53.634286,Rochdale
1412,2017-01,E01005579,Burglary,Investigation complete; no suspect identified,-2.136058,53.626316,Rochdale
1413,2017-01,E01005579,Burglary,Investigation complete; no suspect identified,-2.134549,53.622489,Rochdale
1414,2017-01,E01005586,Burglary,Investigation complete; no suspect identified,-2.133418,53.632998,Rochdale
1415,2017-01,E01005586,Burglary,Investigation complete; no suspect identified,-2.139783,53.636963,Rochdale
1416,2017-01,E01005593,Burglary,Investigation complete; no suspect identified,-2.124105,53.63903,Rochdale
1417,2017-01,E01005593,Burglary,Investigation complete; no suspect identified,-2.124105,53.63903,Rochdale
1418,2017-01,E01005593,Burglary,Investigation complete; no suspect identified,-2.121319,53.638017,Rochdale
1419,2017-01,E01005593,Burglary,Investigation complete; no suspect identified,-2.12241,53.638546,Rochdale
1420,2017-01,E01005595,Burglary,Investigation complete; no suspect identified,-2.128419,53.635106,Rochdale
1421,2017-01,E01005595,Burglary,Investigation complete; no suspect identified,-2.126592,53.635953,Rochdale
1422,2017-01,E01005489,Burglary,Investigation complete; no suspect identified,-2.16352,53.634992,Rochdale
1423,2017-01,E01005489,Burglary,Investigation complete; no suspect identified,-2.161513,53.636244,Rochdale
1424,2017-01,E01005489,Burglary,Unable to prosecute suspect,-2.16124,53.6361,Rochdale
1425,2017-01,E01005489,Burglary,Investigation complete; no suspect identified,-2.158065,53.636311,Rochdale
1426,2017-01,E01005494,Burglary,Investigation complete; no suspect identified,-2.165828,53.629802,Rochdale
1427,2017-01,E01005494,Burglary,Investigation complete; no suspect identified,-2.165828,53.629802,Rochdale
1428,2017-01,E01005494,Burglary,Investigation complete; no suspect identified,-2.165828,53.629802,Rochdale
1429,2017-01,E01005495,Burglary,Investigation complete; no suspect identified,-2.159828,53.626602,Rochdale
1430,2017-01,E01005495,Burglary,Investigation complete; no suspect identified,-2.15904,53.626,Rochdale
1431,2017-01,E01005488,Burglary,Investigation complete; no suspect identified,-2.188124,53.628017,Rochdale
1432,2017-01,E01005499,Burglary,Court result unavailable,-2.228082,53.60171,Rochdale
1433,2017-01,E01005499,Burglary,Court result unavailable,-2.240863,53.606458,Rochdale
1434,2017-01,E01005572,Burglary,Investigation complete; no suspect identified,-2.203352,53.622068,Rochdale
1435,2017-01,E01005573,Burglary,Investigation complete; no suspect identified,-2.21695,53.623231,Rochdale
1436,2017-01,E01005574,Burglary,Investigation complete; no suspect identified,-2.20157,53.622485,Rochdale
1437,2017-01,E01005574,Burglary,Investigation complete; no suspect identified,-2.209565,53.612755,Rochdale
1438,2017-01,E01005574,Burglary,Investigation complete; no suspect identified,-2.200163,53.622164,Rochdale
1439,2017-01,E01005587,Burglary,Investigation complete; no suspect identified,-2.19122,53.627239,Rochdale
1440,2017-01,E01005588,Burglary,Investigation complete; no suspect identified,-2.199956,53.623135,Rochdale
1441,2017-01,E01005588,Burglary,Investigation complete; no suspect identified,-2.180828,53.626167,Rochdale
1442,2017-01,E01005588,Burglary,Investigation complete; no suspect identified,-2.180828,53.626167,Rochdale
1443,2017-01,E01005588,Burglary,Investigation complete; no suspect identified,-2.191583,53.623894,Rochdale
1444,2017-01,E01005580,Burglary,Investigation complete; no suspect identified,-2.149643,53.624125,Rochdale
1445,2017-01,E01005580,Burglary,Investigation complete; no suspect identified,-2.148039,53.628055,Rochdale
1446,2017-01,E01005580,Burglary,Investigation complete; no suspect identified,-2.150735,53.624879,Rochdale
1447,2017-01,E01005580,Burglary,Investigation complete; no suspect identified,-2.149403,53.624602,Rochdale
1448,2017-01,E01005581,Burglary,Investigation complete; no suspect identified,-2.141941,53.626696,Rochdale
1449,2017-01,E01005581,Burglary,Investigation complete; no suspect identified,-2.140508,53.627543,Rochdale
1450,2017-01,E01005581,Burglary,Investigation complete; no suspect identified,-2.140314,53.628559,Rochdale
1451,2017-01,E01005583,Burglary,Investigation complete; no suspect identified,-2.151232,53.620186,Rochdale
1452,2017-01,E01033258,Burglary,Investigation complete; no suspect identified,-2.139583,53.622322,Rochdale
1453,2017-01,E01005496,Burglary,Investigation complete; no suspect identified,-2.182448,53.630057,Rochdale
1454,2017-01,E01005496,Burglary,Investigation complete; no suspect identified,-2.182448,53.630057,Rochdale
1455,2017-01,E01005589,Burglary,Investigation complete; no suspect identified,-2.176094,53.622166,Rochdale
1456,2017-01,E01005589,Burglary,Investigation complete; no suspect identified,-2.176555,53.620277,Rochdale
1457,2017-01,E01005589,Burglary,Investigation complete; no suspect identified,-2.176868,53.622776,Rochdale
1458,2017-01,E01005589,Burglary,Investigation complete; no suspect identified,-2.174903,53.622922,Rochdale
1459,2017-01,E01005591,Burglary,Investigation complete; no suspect identified,-2.183912,53.622585,Rochdale
1460,2017-01,E01005592,Burglary,Investigation complete; no suspect identified,-2.180601,53.611831,Rochdale
1461,2017-01,E01005472,Burglary,Court result unavailable,-2.17514,53.603588,Rochdale
1462,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.153905,53.615338,Rochdale
1463,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.153146,53.614494,Rochdale
1464,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.149632,53.616665,Rochdale
1465,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.157949,53.621481,Rochdale
1466,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.155877,53.613116,Rochdale
1467,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.153496,53.615033,Rochdale
1468,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.160656,53.617765,Rochdale
1469,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.159547,53.620256,Rochdale
1470,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.155877,53.613116,Rochdale
1471,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.150894,53.614497,Rochdale
1472,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.155877,53.613116,Rochdale
1473,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.161102,53.619643,Rochdale
1474,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.15564,53.618482,Rochdale
1475,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.155877,53.613116,Rochdale
1476,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.157464,53.621239,Rochdale
1477,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.147597,53.613998,Rochdale
1478,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.153146,53.614494,Rochdale
1479,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.147644,53.614537,Rochdale
1480,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.153905,53.615338,Rochdale
1481,2017-01,E01005482,Burglary,Investigation complete; no suspect identified,-2.15564,53.618482,Rochdale
1482,2017-01,E01005483,Burglary,Investigation complete; no suspect identified,-2.165781,53.621542,Rochdale
1483,2017-01,E01005484,Burglary,Investigation complete; no suspect identified,-2.171248,53.612762,Rochdale
1484,2017-01,E01005486,Burglary,Investigation complete; no suspect identified,-2.16046,53.621918,Rochdale
1485,2017-01,E01005486,Burglary,Investigation complete; no suspect identified,-2.15756,53.622551,Rochdale
1486,2017-01,E01005486,Burglary,Investigation complete; no suspect identified,-2.15756,53.622551,Rochdale
1487,2017-01,E01005486,Burglary,Investigation complete; no suspect identified,-2.158176,53.625678,Rochdale
1488,2017-01,E01005487,Burglary,Investigation complete; no suspect identified,-2.171858,53.621408,Rochdale
1489,2017-01,E01005487,Burglary,Offender sent to prison,-2.162185,53.622293,Rochdale
1490,2017-01,E01005487,Burglary,Investigation complete; no suspect identified,-2.16212,53.621107,Rochdale
1491,2017-01,E01005487,Burglary,Investigation complete; no suspect identified,-2.163983,53.625823,Rochdale
1492,2017-01,E01005474,Burglary,Investigation complete; no suspect identified,-2.178906,53.604356,Rochdale
1493,2017-01,E01005474,Burglary,Investigation complete; no suspect identified,-2.185723,53.604498,Rochdale
1494,2017-01,E01005474,Burglary,Investigation complete; no suspect identified,-2.185354,53.603204,Rochdale
1495,2017-01,E01005575,Burglary,Investigation complete; no suspect identified,-2.214701,53.606058,Rochdale
1496,2017-01,E01005576,Burglary,Investigation complete; no suspect identified,-2.193211,53.612773,Rochdale
1497,2017-01,E01005577,Burglary,Investigation complete; no suspect identified,-2.182722,53.613024,Rochdale
1498,2017-01,E01005577,Burglary,Investigation complete; no suspect identified,-2.192236,53.611049,Rochdale
1499,2017-01,E01005577,Burglary,Investigation complete; no suspect identified,-2.186072,53.611823,Rochdale
1500,2017-01,E01005469,Burglary,Offender sent to prison,-2.142038,53.60161,Rochdale
1501,2017-01,E01005469,Burglary,Investigation complete; no suspect identified,-2.146757,53.602755,Rochdale
1502,2017-01,E01005469,Burglary,Investigation complete; no suspect identified,-2.145975,53.603744,Rochdale
1503,2017-01,E01005469,Burglary,Investigation complete; no suspect identified,-2.145975,53.603744,Rochdale
1504,2017-01,E01005563,Burglary,Investigation complete; no suspect identified,-2.141362,53.607255,Rochdale
1505,2017-01,E01005563,Burglary,Investigation complete; no suspect identified,-2.142621,53.608764,Rochdale
1506,2017-01,E01005566,Burglary,Investigation complete; no suspect identified,-2.129158,53.61463,Rochdale
1507,2017-01,E01005566,Burglary,Investigation complete; no suspect identified,-2.128122,53.616888,Rochdale
1508,2017-01,E01005566,Burglary,Investigation complete; no suspect identified,-2.129158,53.61463,Rochdale
1509,2017-01,E01005566,Burglary,Investigation complete; no suspect identified,-2.135888,53.615836,Rochdale
1510,2017-01,E01005568,Burglary,Investigation complete; no suspect identified,-2.144583,53.612168,Rochdale
1511,2017-01,E01005568,Burglary,Investigation complete; no suspect identified,-2.144299,53.613202,Rochdale
1512,2017-01,E01005569,Burglary,Investigation complete; no suspect identified,-2.133045,53.610608,Rochdale
1513,2017-01,E01005569,Burglary,Investigation complete; no suspect identified,-2.133695,53.615318,Rochdale
1514,2017-01,E01005556,Burglary,Investigation complete; no suspect identified,-2.111011,53.605939,Rochdale
1515,2017-01,E01005556,Burglary,Investigation complete; no suspect identified,-2.111011,53.605939,Rochdale
1516,2017-01,E01005559,Burglary,Investigation complete; no suspect identified,-2.117934,53.611892,Rochdale
1517,2017-01,E01005560,Burglary,Investigation complete; no suspect identified,-2.110206,53.604313,Rochdale
1518,2017-01,E01005567,Burglary,Investigation complete; no suspect identified,-2.124325,53.615903,Rochdale
1519,2017-01,E01005555,Burglary,Investigation complete; no suspect identified,-2.110841,53.616141,Rochdale
1520,2017-01,E01005555,Burglary,Investigation complete; no suspect identified,-2.104034,53.614197,Rochdale
1521,2017-01,E01005557,Burglary,Investigation complete; no suspect identified,-2.101463,53.613588,Rochdale
1522,2017-01,E01005558,Burglary,Investigation complete; no suspect identified,-2.104045,53.606206,Rochdale
1523,2017-01,E01005558,Burglary,Investigation complete; no suspect identified,-2.104198,53.607267,Rochdale
1524,2017-01,E01005558,Burglary,Investigation complete; no suspect identified,-2.097746,53.607856,Rochdale
1525,2017-01,E01005561,Burglary,Investigation complete; no suspect identified,-2.073155,53.606651,Rochdale
1526,2017-01,E01005471,Burglary,Investigation complete; no suspect identified,-2.164199,53.60364,Rochdale
1527,2017-01,E01005475,Burglary,Investigation complete; no suspect identified,-2.15407,53.602602,Rochdale
1528,2017-01,E01005475,Burglary,Investigation complete; no suspect identified,-2.156804,53.602077,Rochdale
1529,2017-01,E01005475,Burglary,Investigation complete; no suspect identified,-2.150553,53.603667,Rochdale
1530,2017-01,E01005475,Burglary,Investigation complete; no suspect identified,-2.150553,53.603667,Rochdale
1531,2017-01,E01005485,Burglary,Investigation complete; no suspect identified,-2.1579,53.608421,Rochdale
1532,2017-01,E01005485,Burglary,Investigation complete; no suspect identified,-2.156962,53.612027,Rochdale
1533,2017-01,E01005485,Burglary,Investigation complete; no suspect identified,-2.157956,53.611099,Rochdale
1534,2017-01,E01005564,Burglary,Further investigation is not in the public interest,-2.151259,53.606758,Rochdale
1535,2017-01,E01005464,Burglary,Investigation complete; no suspect identified,-2.154035,53.601146,Rochdale
1536,2017-01,E01005465,Burglary,Investigation complete; no suspect identified,-2.147054,53.601226,Rochdale
1537,2017-01,E01005465,Burglary,Investigation complete; no suspect identified,-2.143858,53.594714,Rochdale
1538,2017-01,E01005465,Burglary,Investigation complete; no suspect identified,-2.147691,53.601837,Rochdale
1539,2017-01,E01005465,Burglary,Investigation complete; no suspect identified,-2.143858,53.594714,Rochdale
1540,2017-01,E01005466,Burglary,Investigation complete; no suspect identified,-2.149488,53.597331,Rochdale
1541,2017-01,E01005468,Burglary,Investigation complete; no suspect identified,-2.136098,53.586984,Rochdale
1542,2017-01,E01005468,Burglary,Investigation complete; no suspect identified,-2.132512,53.594691,Rochdale
1543,2017-01,E01005468,Burglary,Investigation complete; no suspect identified,-2.123069,53.589829,Rochdale
1544,2017-01,E01005468,Burglary,Local resolution,-2.14095,53.592497,Rochdale
1545,2017-01,E01005476,Burglary,Investigation complete; no suspect identified,-2.1831140000000002,53.595325,Rochdale
1546,2017-01,E01005478,Burglary,Investigation complete; no suspect identified,-2.175717,53.589745,Rochdale
1547,2017-01,E01005478,Burglary,Investigation complete; no suspect identified,-2.168942,53.595454,Rochdale
1548,2017-01,E01005478,Burglary,Investigation complete; no suspect identified,-2.172773,53.590154,Rochdale
1549,2017-01,E01005479,Burglary,Investigation complete; no suspect identified,-2.172206,53.584519,Rochdale
1550,2017-01,E01005480,Burglary,Investigation complete; no suspect identified,-2.183945,53.602425,Rochdale
1551,2017-01,E01005481,Burglary,Investigation complete; no suspect identified,-2.188157,53.601519,Rochdale
1552,2017-01,E01005497,Burglary,Investigation complete; no suspect identified,-2.227058,53.599555,Rochdale
1553,2017-01,E01005501,Burglary,Investigation complete; no suspect identified,-2.214922,53.593016,Rochdale
1554,2017-01,E01005501,Burglary,Investigation complete; no suspect identified,-2.211137,53.588421,Rochdale
1555,2017-01,E01005501,Burglary,Investigation complete; no suspect identified,-2.219275,53.593431,Rochdale
1556,2017-01,E01005501,Burglary,Investigation complete; no suspect identified,-2.213134,53.592093,Rochdale
1557,2017-01,E01005504,Burglary,Investigation complete; no suspect identified,-2.220379,53.593662,Rochdale
1558,2017-01,E01005504,Burglary,Investigation complete; no suspect identified,-2.220691,53.592726999999996,Rochdale
1559,2017-01,E01005504,Burglary,Investigation complete; no suspect identified,-2.222464,53.59373,Rochdale
1560,2017-01,E01005504,Burglary,Investigation complete; no suspect identified,-2.220691,53.592726999999996,Rochdale
1561,2017-01,E01005505,Burglary,Offender sent to prison,-2.233806,53.592927,Rochdale
1562,2017-01,E01005509,Burglary,Investigation complete; no suspect identified,-2.22772,53.593325,Rochdale
1563,2017-01,E01005509,Burglary,Investigation complete; no suspect identified,-2.230679,53.593005,Rochdale
1564,2017-01,E01005509,Burglary,Investigation complete; no suspect identified,-2.224504,53.593744,Rochdale
1565,2017-01,E01005509,Burglary,Investigation complete; no suspect identified,-2.231511,53.593021,Rochdale
1566,2017-01,E01005509,Burglary,Investigation complete; no suspect identified,-2.231511,53.593021,Rochdale
1567,2017-01,E01005512,Burglary,Investigation complete; no suspect identified,-2.2376490000000002,53.591202,Rochdale
1568,2017-01,E01005512,Burglary,Investigation complete; no suspect identified,-2.241416,53.591986,Rochdale
1569,2017-01,E01005513,Burglary,Investigation complete; no suspect identified,-2.24789,53.590804,Rochdale
1570,2017-01,E01005514,Burglary,Investigation complete; no suspect identified,-2.248756,53.586452,Rochdale
1571,2017-01,E01005515,Burglary,Investigation complete; no suspect identified,-2.242709,53.585754,Rochdale
1572,2017-01,E01005515,Burglary,Investigation complete; no suspect identified,-2.239038,53.588242,Rochdale
1573,2017-01,E01005498,Burglary,Offender sent to prison,-2.212015,53.594927,Rochdale
1574,2017-01,E01005498,Burglary,Investigation complete; no suspect identified,-2.219105,53.595642,Rochdale
1575,2017-01,E01005500,Burglary,Investigation complete; no suspect identified,-2.202021,53.596499,Rochdale
1576,2017-01,E01005507,Burglary,Investigation complete; no suspect identified,-2.205279,53.58915,Rochdale
1577,2017-01,E01005507,Burglary,Investigation complete; no suspect identified,-2.205279,53.58915,Rochdale
1578,2017-01,E01005508,Burglary,Investigation complete; no suspect identified,-2.206683,53.579638,Rochdale
1579,2017-01,E01005508,Burglary,Investigation complete; no suspect identified,-2.218185,53.578449,Rochdale
1580,2017-01,E01005525,Burglary,Investigation complete; no suspect identified,-2.196244,53.566209,Rochdale
1581,2017-01,E01005526,Burglary,Investigation complete; no suspect identified,-2.204574,53.565215,Rochdale
1582,2017-01,E01005526,Burglary,Investigation complete; no suspect identified,-2.202423,53.563817,Rochdale
1583,2017-01,E01005526,Burglary,Investigation complete; no suspect identified,-2.201434,53.562057,Rochdale
1584,2017-01,E01005526,Burglary,Investigation complete; no suspect identified,-2.202423,53.563817,Rochdale
1585,2017-01,E01005526,Burglary,Investigation complete; no suspect identified,-2.201988,53.564285,Rochdale
1586,2017-01,E01005528,Burglary,Investigation complete; no suspect identified,-2.204244,53.559293,Rochdale
1587,2017-01,E01005528,Burglary,Unable to prosecute suspect,-2.19274,53.559159,Rochdale
1588,2017-01,E01005528,Burglary,Investigation complete; no suspect identified,-2.199589,53.558168,Rochdale
1589,2017-01,E01005536,Burglary,Investigation complete; no suspect identified,-2.18545,53.559557,Rochdale
1590,2017-01,E01005543,Burglary,Investigation complete; no suspect identified,-2.185572,53.563242,Rochdale
1591,2017-01,E01005543,Burglary,Investigation complete; no suspect identified,-2.185572,53.563242,Rochdale
1592,2017-01,E01005543,Burglary,Investigation complete; no suspect identified,-2.179344,53.568537,Rochdale
1593,2017-01,E01005527,Burglary,Investigation complete; no suspect identified,-2.208394,53.559061,Rochdale
1594,2017-01,E01005527,Burglary,Investigation complete; no suspect identified,-2.212584,53.560698,Rochdale
1595,2017-01,E01005527,Burglary,Investigation complete; no suspect identified,-2.212584,53.560698,Rochdale
1596,2017-01,E01005529,Burglary,Investigation complete; no suspect identified,-2.20497,53.556586,Rochdale
1597,2017-01,E01005529,Burglary,Investigation complete; no suspect identified,-2.206289,53.557662,Rochdale
1598,2017-01,E01005529,Burglary,Investigation complete; no suspect identified,-2.20493,53.557629,Rochdale
1599,2017-01,E01005529,Burglary,Investigation complete; no suspect identified,-2.205392,53.553286,Rochdale
1600,2017-01,E01005529,Burglary,Investigation complete; no suspect identified,-2.207722,53.554397,Rochdale
1601,2017-01,E01005529,Burglary,Investigation complete; no suspect identified,-2.207559,53.558118,Rochdale
1602,2017-01,E01005529,Burglary,Investigation complete; no suspect identified,-2.20497,53.556586,Rochdale
1603,2017-01,E01005551,Burglary,Investigation complete; no suspect identified,-2.21712,53.562047,Rochdale
1604,2017-01,E01005551,Burglary,Investigation complete; no suspect identified,-2.215419,53.563147,Rochdale
1605,2017-01,E01005551,Burglary,Investigation complete; no suspect identified,-2.21552,53.562176,Rochdale
1606,2017-01,E01005551,Burglary,Investigation complete; no suspect identified,-2.213934,53.561972,Rochdale
1607,2017-01,E01005551,Burglary,Investigation complete; no suspect identified,-2.21552,53.562176,Rochdale
1608,2017-01,E01005551,Burglary,Investigation complete; no suspect identified,-2.21662,53.558884,Rochdale
1609,2017-01,E01005552,Burglary,Investigation complete; no suspect identified,-2.219418,53.554008,Rochdale
1610,2017-01,E01005552,Burglary,Investigation complete; no suspect identified,-2.219418,53.554008,Rochdale
1611,2017-01,E01005552,Burglary,Investigation complete; no suspect identified,-2.219418,53.554008,Rochdale
1612,2017-01,E01005552,Burglary,Investigation complete; no suspect identified,-2.219418,53.554008,Rochdale
1613,2017-01,E01005552,Burglary,Investigation complete; no suspect identified,-2.221162,53.555496,Rochdale
1614,2017-01,E01005553,Burglary,Investigation complete; no suspect identified,-2.217333,53.556573,Rochdale
1615,2017-01,E01005553,Burglary,Investigation complete; no suspect identified,-2.217333,53.556573,Rochdale
1616,2017-01,E01005554,Burglary,Investigation complete; no suspect identified,-2.217336,53.563,Rochdale
1617,2017-01,E01005554,Burglary,Investigation complete; no suspect identified,-2.217336,53.563,Rochdale
1618,2017-01,E01005554,Burglary,Investigation complete; no suspect identified,-2.218519,53.55827,Rochdale
1619,2017-01,E01005534,Burglary,Investigation complete; no suspect identified,-2.181854,53.544723,Rochdale
1620,2017-01,E01005535,Burglary,Investigation complete; no suspect identified,-2.174612,53.541444,Rochdale
1621,2017-01,E01005535,Burglary,Investigation complete; no suspect identified,-2.176657,53.543526,Rochdale
1622,2017-01,E01005538,Burglary,Investigation complete; no suspect identified,-2.183437,53.554823,Rochdale
1623,2017-01,E01005533,Burglary,Investigation complete; no suspect identified,-2.192978,53.548561,Rochdale
1624,2017-01,E01005533,Burglary,Investigation complete; no suspect identified,-2.192115,53.547925,Rochdale
1625,2017-01,E01005533,Burglary,Investigation complete; no suspect identified,-2.192978,53.548561,Rochdale
1626,2017-01,E01005539,Burglary,Court case unable to proceed,-2.195004,53.555848,Rochdale
1627,2017-01,E01005539,Burglary,Investigation complete; no suspect identified,-2.198008,53.549533,Rochdale
1628,2017-01,E01005539,Burglary,Investigation complete; no suspect identified,-2.194209,53.553737,Rochdale
1629,2017-01,E01005530,Burglary,Investigation complete; no suspect identified,-2.191864,53.542559,Rochdale
1630,2017-01,E01005544,Burglary,Investigation complete; no suspect identified,-2.203995,53.535959,Rochdale
1631,2017-01,E01005545,Burglary,Investigation complete; no suspect identified,-2.190684,53.535038,Rochdale
1632,2017-01,E01005549,Burglary,Investigation complete; no suspect identified,-2.203195,53.54219,Rochdale
1633,2017-01,E01005549,Burglary,Investigation complete; no suspect identified,-2.197511,53.539943,Rochdale
1634,2017-01,E01005659,Burglary,Investigation complete; no suspect identified,-2.439882,53.536133,Salford
1635,2017-01,E01005660,Burglary,Investigation complete; no suspect identified,-2.425043,53.530829,Salford
1636,2017-01,E01005660,Burglary,Investigation complete; no suspect identified,-2.424467,53.532063,Salford
1637,2017-01,E01005660,Burglary,Investigation complete; no suspect identified,-2.424467,53.532063,Salford
