crime_id,Month,LSOAcode,crime_type,outcome,Longitude,Latitude,LAname
1,2017-01,E01004804,Burglary,Investigation complete; no suspect identified,-2.438458,53.626031,Bolton
2,2017-01,E01004804,Burglary,Investigation complete; no suspect identified,-2.435481,53.624711,Bolton
3,2017-01,E01004804,Burglary,Investigation complete; no suspect identified,-2.438458,53.626031,Bolton
4,2017-01,E01004804,Burglary,Investigation complete; no suspect identified,-2.436669,53.625525,Bolton
5,2017-01,E01004788,Burglary,Investigation complete; no suspect identified,-2.404133,53.611536,Bolton
6,2017-01,E01004788,Burglary,Investigation complete; no suspect identified,-2.404133,53.611536,Bolton
7,2017-01,E01004788,Burglary,Investigation complete; no suspect identified,-2.404133,53.611536,Bolton
8,2017-01,E01004790,Burglary,Investigation complete; no suspect identified,-2.398091,53.605463,Bolton
9,2017-01,E01004790,Burglary,Unable to prosecute suspect,-2.407259,53.601774,Bolton
10,2017-01,E01004806,Burglary,Investigation complete; no suspect identified,-2.408319,53.611432,Bolton
11,2017-01,E01004806,Burglary,Investigation complete; no suspect identified,-2.414105,53.614199,Bolton
12,2017-01,E01004806,Burglary,Investigation complete; no suspect identified,-2.411769,53.616526,Bolton
13,2017-01,E01004771,Burglary,Investigation complete; no suspect identified,-2.433582,53.610544,Bolton
14,2017-01,E01004771,Burglary,Investigation complete; no suspect identified,-2.433582,53.610544,Bolton
15,2017-01,E01004771,Burglary,Investigation complete; no suspect identified,-2.43496,53.609289,Bolton
16,2017-01,E01004809,Burglary,Investigation complete; no suspect identified,-2.426064,53.6144,Bolton
17,2017-01,E01004881,Burglary,Unable to prosecute suspect,-2.549809,53.598597,Bolton
18,2017-01,E01004881,Burglary,Investigation complete; no suspect identified,-2.54983,53.601311,Bolton
19,2017-01,E01004890,Burglary,Offender sent to prison,-2.547429,53.601448,Bolton
20,2017-01,E01004890,Burglary,Unable to prosecute suspect,-2.546628,53.599142,Bolton
21,2017-01,E01004766,Burglary,Investigation complete; no suspect identified,-2.43482,53.600077,Bolton
22,2017-01,E01004766,Burglary,Offender sent to prison,-2.440645,53.599327,Bolton
23,2017-01,E01004766,Burglary,Investigation complete; no suspect identified,-2.43482,53.600077,Bolton
24,2017-01,E01004766,Burglary,Investigation complete; no suspect identified,-2.440645,53.599327,Bolton
25,2017-01,E01004766,Burglary,Investigation complete; no suspect identified,-2.436246,53.599218,Bolton
26,2017-01,E01004766,Burglary,Unable to prosecute suspect,-2.436246,53.599218,Bolton
27,2017-01,E01004774,Burglary,Investigation complete; no suspect identified,-2.43497,53.602961,Bolton
28,2017-01,E01004774,Burglary,Investigation complete; no suspect identified,-2.440036,53.603302,Bolton
29,2017-01,E01004774,Burglary,Investigation complete; no suspect identified,-2.43564,53.603453,Bolton
30,2017-01,E01004785,Burglary,Investigation complete; no suspect identified,-2.383584,53.593987,Bolton
31,2017-01,E01004789,Burglary,Investigation complete; no suspect identified,-2.396327,53.618861,Bolton
32,2017-01,E01004789,Burglary,Investigation complete; no suspect identified,-2.373167,53.596618,Bolton
33,2017-01,E01004791,Burglary,Investigation complete; no suspect identified,-2.390868,53.603958,Bolton
34,2017-01,E01004792,Burglary,Investigation complete; no suspect identified,-2.375516,53.597401,Bolton
35,2017-01,E01004781,Burglary,Unable to prosecute suspect,-2.544165,53.593292,Bolton
36,2017-01,E01004781,Burglary,Investigation complete; no suspect identified,-2.534501,53.588878,Bolton
37,2017-01,E01004781,Burglary,Court result unavailable,-2.533384,53.587786,Bolton
38,2017-01,E01004882,Burglary,Investigation complete; no suspect identified,-2.544397,53.594864,Bolton
39,2017-01,E01004883,Burglary,Investigation complete; no suspect identified,-2.541538,53.593403,Bolton
40,2017-01,E01004884,Burglary,Unable to prosecute suspect,-2.520715,53.599266,Bolton
41,2017-01,E01004864,Burglary,Investigation complete; no suspect identified,-2.452497,53.595643,Bolton
42,2017-01,E01004864,Burglary,Investigation complete; no suspect identified,-2.447406,53.594305,Bolton
43,2017-01,E01004867,Burglary,Investigation complete; no suspect identified,-2.445236,53.591913,Bolton
44,2017-01,E01004867,Burglary,Investigation complete; no suspect identified,-2.447467,53.591446,Bolton
45,2017-01,E01004921,Burglary,Investigation complete; no suspect identified,-2.463782,53.589928,Bolton
46,2017-01,E01004921,Burglary,Investigation complete; no suspect identified,-2.463782,53.589928,Bolton
47,2017-01,E01004921,Burglary,Investigation complete; no suspect identified,-2.461571,53.58946,Bolton
48,2017-01,E01004921,Burglary,Investigation complete; no suspect identified,-2.463782,53.589928,Bolton
49,2017-01,E01004921,Burglary,Court case unable to proceed,-2.459337,53.589639,Bolton
50,2017-01,E01004921,Burglary,Investigation complete; no suspect identified,-2.463782,53.589928,Bolton
51,2017-01,E01004921,Burglary,Investigation complete; no suspect identified,-2.460078,53.589726,Bolton
52,2017-01,E01004921,Burglary,Investigation complete; no suspect identified,-2.462686,53.589195,Bolton
53,2017-01,E01004924,Burglary,Investigation complete; no suspect identified,-2.460055,53.600117,Bolton
54,2017-01,E01004924,Burglary,Investigation complete; no suspect identified,-2.454513,53.594817,Bolton
55,2017-01,E01004925,Burglary,Investigation complete; no suspect identified,-2.451717,53.590468,Bolton
56,2017-01,E01004925,Burglary,Investigation complete; no suspect identified,-2.454492,53.594296,Bolton
57,2017-01,E01004925,Burglary,Investigation complete; no suspect identified,-2.454729,53.591014,Bolton
58,2017-01,E01004925,Burglary,Investigation complete; no suspect identified,-2.454185,53.593857,Bolton
59,2017-01,E01004780,Burglary,Investigation complete; no suspect identified,-2.575987,53.587993,Bolton
60,2017-01,E01004780,Burglary,Investigation complete; no suspect identified,-2.56033,53.596579,Bolton
61,2017-01,E01004802,Burglary,Investigation complete; no suspect identified,-2.411112,53.60016,Bolton
62,2017-01,E01004927,Burglary,Investigation complete; no suspect identified,-2.414992,53.5891,Bolton
63,2017-01,E01004927,Burglary,Investigation complete; no suspect identified,-2.423245,53.592586,Bolton
64,2017-01,E01004927,Burglary,Investigation complete; no suspect identified,-2.419698,53.597452,Bolton
65,2017-01,E01004927,Burglary,Investigation complete; no suspect identified,-2.414898,53.58715,Bolton
66,2017-01,E01004929,Burglary,Investigation complete; no suspect identified,-2.411804,53.595277,Bolton
67,2017-01,E01004820,Burglary,Investigation complete; no suspect identified,-2.435276,53.591527,Bolton
68,2017-01,E01004820,Burglary,Investigation complete; no suspect identified,-2.433291,53.589494,Bolton
69,2017-01,E01004825,Burglary,Investigation complete; no suspect identified,-2.436099,53.595146,Bolton
70,2017-01,E01004826,Burglary,Investigation complete; no suspect identified,-2.441551,53.59349,Bolton
71,2017-01,E01004865,Burglary,Investigation complete; no suspect identified,-2.446372,53.593616,Bolton
72,2017-01,E01004865,Burglary,Investigation complete; no suspect identified,-2.448595,53.595262,Bolton
73,2017-01,E01004865,Burglary,Offender sent to prison,-2.446442,53.594533,Bolton
74,2017-01,E01004865,Burglary,Investigation complete; no suspect identified,-2.448595,53.595262,Bolton
75,2017-01,E01004866,Burglary,Investigation complete; no suspect identified,-2.445958,53.588719,Bolton
76,2017-01,E01004866,Burglary,Investigation complete; no suspect identified,-2.446158,53.58915,Bolton
77,2017-01,E01004866,Burglary,Investigation complete; no suspect identified,-2.444415,53.589956,Bolton
78,2017-01,E01004866,Burglary,Investigation complete; no suspect identified,-2.44586,53.590913,Bolton
79,2017-01,E01004840,Burglary,Investigation complete; no suspect identified,-2.483105,53.592674,Bolton
80,2017-01,E01004840,Burglary,Investigation complete; no suspect identified,-2.477497,53.583061,Bolton
81,2017-01,E01004842,Burglary,Investigation complete; no suspect identified,-2.473067,53.584049,Bolton
82,2017-01,E01004919,Burglary,Investigation complete; no suspect identified,-2.468088,53.592697,Bolton
83,2017-01,E01004919,Burglary,Court result unavailable,-2.467307,53.589033,Bolton
84,2017-01,E01004919,Burglary,Investigation complete; no suspect identified,-2.465707,53.589138,Bolton
85,2017-01,E01004919,Burglary,Investigation complete; no suspect identified,-2.463488,53.592095,Bolton
86,2017-01,E01004919,Burglary,Investigation complete; no suspect identified,-2.469032,53.590671,Bolton
87,2017-01,E01004919,Burglary,Investigation complete; no suspect identified,-2.469032,53.590671,Bolton
88,2017-01,E01004920,Burglary,Investigation complete; no suspect identified,-2.48105,53.586031,Bolton
89,2017-01,E01004920,Burglary,Investigation complete; no suspect identified,-2.472413,53.590334,Bolton
90,2017-01,E01004920,Burglary,Investigation complete; no suspect identified,-2.48105,53.586031,Bolton
91,2017-01,E01004787,Burglary,Investigation complete; no suspect identified,-2.390628,53.589452,Bolton
92,2017-01,E01004794,Burglary,Investigation complete; no suspect identified,-2.396806,53.589333,Bolton
93,2017-01,E01004795,Burglary,Investigation complete; no suspect identified,-2.382908,53.584372,Bolton
94,2017-01,E01004795,Burglary,Unable to prosecute suspect,-2.376495,53.585174,Bolton
95,2017-01,E01004797,Burglary,Investigation complete; no suspect identified,-2.394335,53.583526,Bolton
96,2017-01,E01004775,Burglary,Court result unavailable,-2.530478,53.5789,Bolton
97,2017-01,E01004775,Burglary,Investigation complete; no suspect identified,-2.521667,53.582112,Bolton
98,2017-01,E01004775,Burglary,Investigation complete; no suspect identified,-2.525151,53.563383,Bolton
99,2017-01,E01004885,Burglary,Investigation complete; no suspect identified,-2.518042,53.594487,Bolton
100,2017-01,E01004886,Burglary,Investigation complete; no suspect identified,-2.532132,53.589104,Bolton
101,2017-01,E01004886,Burglary,Investigation complete; no suspect identified,-2.525986,53.586884,Bolton
102,2017-01,E01004887,Burglary,Court result unavailable,-2.523075,53.586016,Bolton
103,2017-01,E01004869,Burglary,Investigation complete; no suspect identified,-2.446906,53.585552,Bolton
104,2017-01,E01004869,Burglary,Investigation complete; no suspect identified,-2.45194,53.587331,Bolton
105,2017-01,E01004869,Burglary,Investigation complete; no suspect identified,-2.451506,53.584887,Bolton
106,2017-01,E01004869,Burglary,Investigation complete; no suspect identified,-2.447811,53.585441,Bolton
107,2017-01,E01004869,Burglary,Defendant found not guilty,-2.451908,53.584329,Bolton
108,2017-01,E01004869,Burglary,Investigation complete; no suspect identified,-2.446278,53.586129,Bolton
109,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.445146,53.583419,Bolton
110,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.447263,53.582117,Bolton
111,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.447263,53.582117,Bolton
112,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.441013,53.582428,Bolton
113,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.447263,53.582117,Bolton
114,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.442103,53.582711,Bolton
115,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.443791,53.582337,Bolton
116,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.447263,53.582117,Bolton
117,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.441013,53.582428,Bolton
118,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.447263,53.582117,Bolton
119,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.447263,53.582117,Bolton
120,2017-01,E01004870,Burglary,Investigation complete; no suspect identified,-2.447263,53.582117,Bolton
121,2017-01,E01004871,Burglary,Investigation complete; no suspect identified,-2.446315,53.576772,Bolton
122,2017-01,E01004871,Burglary,Investigation complete; no suspect identified,-2.446735,53.576492,Bolton
123,2017-01,E01004922,Burglary,Investigation complete; no suspect identified,-2.458539,53.589894,Bolton
124,2017-01,E01004922,Burglary,Investigation complete; no suspect identified,-2.45764,53.58917,Bolton
125,2017-01,E01004922,Burglary,Investigation complete; no suspect identified,-2.459106,53.585056,Bolton
126,2017-01,E01004922,Burglary,Investigation complete; no suspect identified,-2.458261,53.587927,Bolton
127,2017-01,E01004922,Burglary,Investigation complete; no suspect identified,-2.458526,53.584492,Bolton
128,2017-01,E01004922,Burglary,Investigation complete; no suspect identified,-2.456532,53.58592,Bolton
129,2017-01,E01004822,Burglary,Investigation complete; no suspect identified,-2.426974,53.590739,Bolton
130,2017-01,E01004822,Burglary,Investigation complete; no suspect identified,-2.430855,53.589107,Bolton
131,2017-01,E01004822,Burglary,Investigation complete; no suspect identified,-2.430539,53.59371,Bolton
132,2017-01,E01004822,Burglary,Investigation complete; no suspect identified,-2.430866,53.587238,Bolton
133,2017-01,E01004822,Burglary,Investigation complete; no suspect identified,-2.430866,53.587238,Bolton
134,2017-01,E01004823,Burglary,Investigation complete; no suspect identified,-2.4372220000000002,53.581004,Bolton
135,2017-01,E01004823,Burglary,Investigation complete; no suspect identified,-2.438458,53.582284,Bolton
136,2017-01,E01004848,Burglary,Investigation complete; no suspect identified,-2.431403,53.574742,Bolton
137,2017-01,E01004848,Burglary,Investigation complete; no suspect identified,-2.42743,53.570091,Bolton
138,2017-01,E01004848,Burglary,Investigation complete; no suspect identified,-2.425878,53.571894,Bolton
139,2017-01,E01004848,Burglary,Investigation complete; no suspect identified,-2.435266,53.570054,Bolton
140,2017-01,E01004848,Burglary,Investigation complete; no suspect identified,-2.430623,53.569262,Bolton
141,2017-01,E01004848,Burglary,Investigation complete; no suspect identified,-2.425878,53.571894,Bolton
142,2017-01,E01004848,Burglary,Investigation complete; no suspect identified,-2.427233,53.576006,Bolton
143,2017-01,E01033217,Burglary,Investigation complete; no suspect identified,-2.429946,53.576967,Bolton
144,2017-01,E01033217,Burglary,Investigation complete; no suspect identified,-2.435886,53.57895,Bolton
145,2017-01,E01033217,Burglary,Investigation complete; no suspect identified,-2.431002,53.579876,Bolton
146,2017-01,E01033217,Burglary,Investigation complete; no suspect identified,-2.424751,53.584554,Bolton
147,2017-01,E01033217,Burglary,Status update unavailable,-2.434524,53.57864,Bolton
148,2017-01,E01033217,Burglary,Investigation complete; no suspect identified,-2.43252,53.579106,Bolton
149,2017-01,E01033217,Burglary,Investigation complete; no suspect identified,-2.431302,53.58116,Bolton
150,2017-01,E01033220,Burglary,Status update unavailable,-2.419433,53.58593,Bolton
151,2017-01,E01033220,Burglary,Investigation complete; no suspect identified,-2.432042,53.584069,Bolton
152,2017-01,E01033220,Burglary,Investigation complete; no suspect identified,-2.419958,53.57951,Bolton
153,2017-01,E01004818,Burglary,Investigation complete; no suspect identified,-2.414987,53.577757,Bolton
154,2017-01,E01004819,Burglary,Investigation complete; no suspect identified,-2.407616,53.571383,Bolton
155,2017-01,E01004931,Burglary,Investigation complete; no suspect identified,-2.40793,53.583642,Bolton
156,2017-01,E01004931,Burglary,Investigation complete; no suspect identified,-2.407602,53.580955,Bolton
157,2017-01,E01004931,Burglary,Investigation complete; no suspect identified,-2.40793,53.583642,Bolton
158,2017-01,E01004932,Burglary,Investigation complete; no suspect identified,-2.412648,53.581046,Bolton
159,2017-01,E01004932,Burglary,Investigation complete; no suspect identified,-2.402693,53.579309,Bolton
160,2017-01,E01004834,Burglary,Offender given suspended prison sentence,-2.46063,53.566867,Bolton
161,2017-01,E01004838,Burglary,Investigation complete; no suspect identified,-2.464562,53.564641,Bolton
162,2017-01,E01004838,Burglary,Investigation complete; no suspect identified,-2.467724,53.565212,Bolton
163,2017-01,E01004838,Burglary,Investigation complete; no suspect identified,-2.460869,53.569374,Bolton
164,2017-01,E01004843,Burglary,Investigation complete; no suspect identified,-2.462247,53.586311,Bolton
165,2017-01,E01004843,Burglary,Investigation complete; no suspect identified,-2.462247,53.586311,Bolton
166,2017-01,E01004845,Burglary,Defendant found not guilty,-2.461778,53.584893,Bolton
167,2017-01,E01004923,Burglary,Investigation complete; no suspect identified,-2.460128,53.584612,Bolton
168,2017-01,E01004798,Burglary,Investigation complete; no suspect identified,-2.375826,53.579576,Bolton
169,2017-01,E01004798,Burglary,Investigation complete; no suspect identified,-2.381993,53.580069,Bolton
170,2017-01,E01004799,Burglary,Investigation complete; no suspect identified,-2.375908,53.578605,Bolton
171,2017-01,E01004800,Burglary,Investigation complete; no suspect identified,-2.379305,53.571746,Bolton
172,2017-01,E01004800,Burglary,Investigation complete; no suspect identified,-2.376316,53.571773,Bolton
173,2017-01,E01004801,Burglary,Investigation complete; no suspect identified,-2.404682,53.570925,Bolton
174,2017-01,E01004917,Burglary,Investigation complete; no suspect identified,-2.404352,53.563286,Bolton
175,2017-01,E01004917,Burglary,Investigation complete; no suspect identified,-2.395606,53.570857,Bolton
176,2017-01,E01004917,Burglary,Investigation complete; no suspect identified,-2.394147,53.569864,Bolton
177,2017-01,E01004917,Burglary,Investigation complete; no suspect identified,-2.381627,53.564646,Bolton
178,2017-01,E01004917,Burglary,Investigation complete; no suspect identified,-2.391997,53.569233,Bolton
179,2017-01,E01004917,Burglary,Investigation complete; no suspect identified,-2.391997,53.569233,Bolton
180,2017-01,E01004835,Burglary,Investigation complete; no suspect identified,-2.477457,53.567448,Bolton
181,2017-01,E01004836,Burglary,Investigation complete; no suspect identified,-2.470046,53.569041,Bolton
182,2017-01,E01004836,Burglary,Investigation complete; no suspect identified,-2.469276,53.564937,Bolton
183,2017-01,E01004836,Burglary,Investigation complete; no suspect identified,-2.472509,53.563755,Bolton
184,2017-01,E01004836,Burglary,Investigation complete; no suspect identified,-2.472509,53.563755,Bolton
185,2017-01,E01004837,Burglary,Investigation complete; no suspect identified,-2.478071,53.572326,Bolton
186,2017-01,E01004844,Burglary,Investigation complete; no suspect identified,-2.499294,53.574127,Bolton
187,2017-01,E01004844,Burglary,Investigation complete; no suspect identified,-2.493457,53.576075,Bolton
188,2017-01,E01004897,Burglary,Investigation complete; no suspect identified,-2.488878,53.573172,Bolton
189,2017-01,E01004827,Burglary,Investigation complete; no suspect identified,-2.456078,53.567549,Bolton
190,2017-01,E01004827,Burglary,Investigation complete; no suspect identified,-2.458201,53.565627,Bolton
191,2017-01,E01004827,Burglary,Investigation complete; no suspect identified,-2.454076,53.568177,Bolton
192,2017-01,E01004827,Burglary,Investigation complete; no suspect identified,-2.45712,53.566152,Bolton
193,2017-01,E01004827,Burglary,Investigation complete; no suspect identified,-2.454944,53.567455,Bolton
194,2017-01,E01004849,Burglary,Investigation complete; no suspect identified,-2.436253,53.573502,Bolton
195,2017-01,E01004850,Burglary,Investigation complete; no suspect identified,-2.452378,53.573199,Bolton
196,2017-01,E01004851,Burglary,Investigation complete; no suspect identified,-2.440519,53.56981,Bolton
197,2017-01,E01004811,Burglary,Investigation complete; no suspect identified,-2.42931,53.56488,Bolton
198,2017-01,E01004811,Burglary,Investigation complete; no suspect identified,-2.423449,53.564613,Bolton
199,2017-01,E01004811,Burglary,Investigation complete; no suspect identified,-2.432144,53.565976,Bolton
200,2017-01,E01004812,Burglary,Investigation complete; no suspect identified,-2.411176,53.564836,Bolton
201,2017-01,E01004812,Burglary,Investigation complete; no suspect identified,-2.418358,53.564362,Bolton
202,2017-01,E01004813,Burglary,Investigation complete; no suspect identified,-2.428958,53.559983,Bolton
203,2017-01,E01004813,Burglary,Investigation complete; no suspect identified,-2.428958,53.559983,Bolton
204,2017-01,E01004815,Burglary,Court result unavailable,-2.422327,53.56113,Bolton
205,2017-01,E01004815,Burglary,Investigation complete; no suspect identified,-2.425302,53.561173,Bolton
206,2017-01,E01004815,Burglary,Investigation complete; no suspect identified,-2.421662,53.562561,Bolton
207,2017-01,E01004817,Burglary,Investigation complete; no suspect identified,-2.425991,53.577197,Bolton
208,2017-01,E01004817,Burglary,Status update unavailable,-2.421343,53.57449,Bolton
209,2017-01,E01004817,Burglary,Investigation complete; no suspect identified,-2.425744,53.579634,Bolton
210,2017-01,E01004817,Burglary,Investigation complete; no suspect identified,-2.426928,53.578731,Bolton
211,2017-01,E01004817,Burglary,Investigation complete; no suspect identified,-2.42121,53.571722,Bolton
212,2017-01,E01004817,Burglary,Investigation complete; no suspect identified,-2.428518,53.579094,Bolton
213,2017-01,E01004817,Burglary,Investigation complete; no suspect identified,-2.425744,53.579634,Bolton
214,2017-01,E01004817,Burglary,Offender given community sentence,-2.426928,53.578731,Bolton
215,2017-01,E01004817,Burglary,Investigation complete; no suspect identified,-2.421857,53.572987,Bolton
216,2017-01,E01004828,Burglary,Investigation complete; no suspect identified,-2.451732,53.565022,Bolton
217,2017-01,E01004828,Burglary,Investigation complete; no suspect identified,-2.451221,53.568026,Bolton
218,2017-01,E01004829,Burglary,Investigation complete; no suspect identified,-2.445443,53.56421,Bolton
219,2017-01,E01004878,Burglary,Investigation complete; no suspect identified,-2.447287,53.560095,Bolton
220,2017-01,E01004911,Burglary,Investigation complete; no suspect identified,-2.370275,53.561374,Bolton
221,2017-01,E01004911,Burglary,Investigation complete; no suspect identified,-2.369947,53.561798,Bolton
222,2017-01,E01004911,Burglary,Unable to prosecute suspect,-2.374772,53.564614,Bolton
223,2017-01,E01004912,Burglary,Investigation complete; no suspect identified,-2.377234,53.562962,Bolton
224,2017-01,E01004912,Burglary,Investigation complete; no suspect identified,-2.37813,53.563543,Bolton
225,2017-01,E01004912,Burglary,Investigation complete; no suspect identified,-2.380571,53.559697,Bolton
226,2017-01,E01004913,Burglary,Investigation complete; no suspect identified,-2.364768,53.563522,Bolton
227,2017-01,E01004913,Burglary,Investigation complete; no suspect identified,-2.372528,53.563462,Bolton
228,2017-01,E01004914,Burglary,Investigation complete; no suspect identified,-2.363184,53.560165,Bolton
229,2017-01,E01004915,Burglary,Investigation complete; no suspect identified,-2.375819,53.556611,Bolton
230,2017-01,E01004915,Burglary,Investigation complete; no suspect identified,-2.375702,53.558805,Bolton
231,2017-01,E01004916,Burglary,Investigation complete; no suspect identified,-2.368557,53.556463,Bolton
232,2017-01,E01004916,Burglary,Investigation complete; no suspect identified,-2.366696,53.561233,Bolton
233,2017-01,E01004918,Burglary,Investigation complete; no suspect identified,-2.375693,53.566256,Bolton
234,2017-01,E01004918,Burglary,Investigation complete; no suspect identified,-2.3747220000000002,53.565684,Bolton
235,2017-01,E01004846,Burglary,Investigation complete; no suspect identified,-2.432076,53.562228,Bolton
236,2017-01,E01004846,Burglary,Investigation complete; no suspect identified,-2.432224,53.560492000000004,Bolton
237,2017-01,E01004847,Burglary,Investigation complete; no suspect identified,-2.437445,53.561642,Bolton
238,2017-01,E01004847,Burglary,Investigation complete; no suspect identified,-2.437424,53.559673,Bolton
239,2017-01,E01004852,Burglary,Investigation complete; no suspect identified,-2.440865,53.568272,Bolton
240,2017-01,E01004852,Burglary,Investigation complete; no suspect identified,-2.437658,53.567699,Bolton
241,2017-01,E01004852,Burglary,Investigation complete; no suspect identified,-2.439212,53.567604,Bolton
242,2017-01,E01004830,Burglary,Investigation complete; no suspect identified,-2.456088,53.561464,Bolton
243,2017-01,E01004831,Burglary,Investigation complete; no suspect identified,-2.458696,53.558335,Bolton
244,2017-01,E01004831,Burglary,Investigation complete; no suspect identified,-2.464596,53.556704,Bolton
245,2017-01,E01004831,Burglary,Investigation complete; no suspect identified,-2.45908,53.558963,Bolton
246,2017-01,E01004833,Burglary,Status update unavailable,-2.45174,53.557247,Bolton
247,2017-01,E01004833,Burglary,Investigation complete; no suspect identified,-2.457562,53.55816,Bolton
248,2017-01,E01004839,Burglary,Investigation complete; no suspect identified,-2.460187,53.563624,Bolton
249,2017-01,E01004839,Burglary,Investigation complete; no suspect identified,-2.467195,53.562482,Bolton
250,2017-01,E01004839,Burglary,Investigation complete; no suspect identified,-2.467195,53.562482,Bolton
251,2017-01,E01004814,Burglary,Investigation complete; no suspect identified,-2.405453,53.559948,Bolton
252,2017-01,E01004814,Burglary,Investigation complete; no suspect identified,-2.405453,53.559948,Bolton
253,2017-01,E01004814,Burglary,Investigation complete; no suspect identified,-2.39732,53.557225,Bolton
254,2017-01,E01004855,Burglary,Investigation complete; no suspect identified,-2.394124,53.557694,Bolton
255,2017-01,E01004855,Burglary,Status update unavailable,-2.391284,53.552553,Bolton
256,2017-01,E01004856,Burglary,Investigation complete; no suspect identified,-2.407093,53.554666,Bolton
257,2017-01,E01004856,Burglary,Investigation complete; no suspect identified,-2.412393,53.554918,Bolton
258,2017-01,E01004857,Burglary,Investigation complete; no suspect identified,-2.403943,53.55207,Bolton
259,2017-01,E01004857,Burglary,Investigation complete; no suspect identified,-2.396945,53.552579,Bolton
260,2017-01,E01004891,Burglary,Investigation complete; no suspect identified,-2.506879,53.54926,Bolton
261,2017-01,E01004894,Burglary,Investigation complete; no suspect identified,-2.518887,53.546269,Bolton
262,2017-01,E01004894,Burglary,Investigation complete; no suspect identified,-2.517942,53.544296,Bolton
263,2017-01,E01004894,Burglary,Investigation complete; no suspect identified,-2.52076,53.548904,Bolton
264,2017-01,E01004901,Burglary,Investigation complete; no suspect identified,-2.51205,53.552465,Bolton
265,2017-01,E01033218,Burglary,Investigation complete; no suspect identified,-2.511342,53.558859,Bolton
266,2017-01,E01033218,Burglary,Investigation complete; no suspect identified,-2.511342,53.558859,Bolton
267,2017-01,E01033218,Burglary,Investigation complete; no suspect identified,-2.511342,53.558859,Bolton
268,2017-01,E01033219,Burglary,Investigation complete; no suspect identified,-2.498997,53.566875,Bolton
269,2017-01,E01004816,Burglary,Investigation complete; no suspect identified,-2.416241,53.559345,Bolton
270,2017-01,E01004872,Burglary,Investigation complete; no suspect identified,-2.416048,53.547445,Bolton
271,2017-01,E01004873,Burglary,Investigation complete; no suspect identified,-2.416041,53.552847,Bolton
272,2017-01,E01004875,Burglary,Investigation complete; no suspect identified,-2.423715,53.54891,Bolton
273,2017-01,E01004875,Burglary,Investigation complete; no suspect identified,-2.429579,53.548242,Bolton
274,2017-01,E01004892,Burglary,Status update unavailable,-2.468094,53.546776,Bolton
275,2017-01,E01004896,Burglary,Investigation complete; no suspect identified,-2.471205,53.53338,Bolton
276,2017-01,E01004899,Burglary,Investigation complete; no suspect identified,-2.470787,53.55419,Bolton
277,2017-01,E01004900,Burglary,Investigation complete; no suspect identified,-2.468235,53.556878,Bolton
278,2017-01,E01004936,Burglary,Investigation complete; no suspect identified,-2.523149,53.549235,Bolton
279,2017-01,E01004936,Burglary,Investigation complete; no suspect identified,-2.522635,53.549183,Bolton
280,2017-01,E01004936,Burglary,Investigation complete; no suspect identified,-2.524059,53.552017,Bolton
281,2017-01,E01004936,Burglary,Investigation complete; no suspect identified,-2.523998,53.550741,Bolton
282,2017-01,E01004858,Burglary,Investigation complete; no suspect identified,-2.41114,53.548666,Bolton
283,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.393477,53.548105,Bolton
284,2017-01,E01004859,Burglary,Status update unavailable,-2.395049,53.54997,Bolton
285,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.394334,53.547788,Bolton
286,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.398091,53.549268,Bolton
287,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.394334,53.547788,Bolton
288,2017-01,E01004859,Burglary,Unable to prosecute suspect,-2.396827,53.548112,Bolton
289,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.39323,53.547513,Bolton
290,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.394334,53.547788,Bolton
291,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.388898,53.549145,Bolton
292,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.394334,53.547788,Bolton
293,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.388603,53.549829,Bolton
294,2017-01,E01004859,Burglary,Investigation complete; no suspect identified,-2.393477,53.548105,Bolton
295,2017-01,E01004860,Burglary,Investigation complete; no suspect identified,-2.403099,53.547408,Bolton
296,2017-01,E01004860,Burglary,Investigation complete; no suspect identified,-2.402618,53.546043,Bolton
297,2017-01,E01004860,Burglary,Investigation complete; no suspect identified,-2.404902,53.543384,Bolton
298,2017-01,E01004902,Burglary,Investigation complete; no suspect identified,-2.397109,53.544363,Bolton
299,2017-01,E01004902,Burglary,Investigation complete; no suspect identified,-2.399388,53.544338,Bolton
